Tipo de infracción;Comunidades y ciudades autónomas;Periodo;Total
Coacciones;Ceuta;2014;0
Coacciones;Ceuta;2013;2
Coacciones;Ceuta;2012;1
Coacciones;Ceuta;2011;0
Coacciones;Melilla;2023;7
Coacciones;Melilla;2022;2
Coacciones;Melilla;2021;2
Coacciones;Melilla;2020;0
Coacciones;Melilla;2019;1
Coacciones;Melilla;2018;0
Coacciones;Melilla;2017;2
Coacciones;Melilla;2016;0
Coacciones;Melilla;2015;1
Coacciones;Melilla;2014;1
Coacciones;Melilla;2013;1
Coacciones;Melilla;2012;0
Coacciones;Melilla;2011;0
Torturas e integridad moral;Total Nacional;2023;8.954
Torturas e integridad moral;Total Nacional;2022;7.866
Torturas e integridad moral;Total Nacional;2021;7.715
Torturas e integridad moral;Total Nacional;2020;6.952
Torturas e integridad moral;Total Nacional;2019;7.402
Torturas e integridad moral;Total Nacional;2018;7.174
Torturas e integridad moral;Total Nacional;2017;6.785
Torturas e integridad moral;Total Nacional;2016;6.530
Torturas e integridad moral;Total Nacional;2015;5.572
Torturas e integridad moral;Total Nacional;2014;4.445
Torturas e integridad moral;Total Nacional;2013;4.171
Torturas e integridad moral;Total Nacional;2012;4.801
Torturas e integridad moral;Total Nacional;2011;5.602
Torturas e integridad moral;Andalucía;2023;1.903
Torturas e integridad moral;Andalucía;2022;1.648
Torturas e integridad moral;Andalucía;2021;1.542
Torturas e integridad moral;Andalucía;2020;1.601
Torturas e integridad moral;Andalucía;2019;1.673
Torturas e integridad moral;Andalucía;2018;1.561
Torturas e integridad moral;Andalucía;2017;1.542
Torturas e integridad moral;Andalucía;2016;1.621
Torturas e integridad moral;Andalucía;2015;1.439
Torturas e integridad moral;Andalucía;2014;1.267
Torturas e integridad moral;Andalucía;2013;1.153
Torturas e integridad moral;Andalucía;2012;1.283
Torturas e integridad moral;Andalucía;2011;1.367
Torturas e integridad moral;Aragón;2023;264
Torturas e integridad moral;Aragón;2022;187
Torturas e integridad moral;Aragón;2021;210
Torturas e integridad moral;Aragón;2020;189
Torturas e integridad moral;Aragón;2019;262
Torturas e integridad moral;Aragón;2018;251
Torturas e integridad moral;Aragón;2017;245
Torturas e integridad moral;Aragón;2016;246
Torturas e integridad moral;Aragón;2015;131
Torturas e integridad moral;Aragón;2014;90
Torturas e integridad moral;Aragón;2013;113
Torturas e integridad moral;Aragón;2012;108
Torturas e integridad moral;Aragón;2011;112
Torturas e integridad moral;Asturias, Principado de;2023;152
Torturas e integridad moral;Asturias, Principado de;2022;135
Torturas e integridad moral;Asturias, Principado de;2021;89
Torturas e integridad moral;Asturias, Principado de;2020;114
Torturas e integridad moral;Asturias, Principado de;2019;127
Torturas e integridad moral;Asturias, Principado de;2018;112
Torturas e integridad moral;Asturias, Principado de;2017;114
Torturas e integridad moral;Asturias, Principado de;2016;89
Torturas e integridad moral;Asturias, Principado de;2015;71
Torturas e integridad moral;Asturias, Principado de;2014;33
Torturas e integridad moral;Asturias, Principado de;2013;46
Torturas e integridad moral;Asturias, Principado de;2012;56
Torturas e integridad moral;Asturias, Principado de;2011;60
Torturas e integridad moral;Balears, Illes;2023;338
Torturas e integridad moral;Balears, Illes;2022;281
Torturas e integridad moral;Balears, Illes;2021;270
Torturas e integridad moral;Balears, Illes;2020;248
Torturas e integridad moral;Balears, Illes;2019;253
Torturas e integridad moral;Balears, Illes;2018;280
Torturas e integridad moral;Balears, Illes;2017;174
Torturas e integridad moral;Balears, Illes;2016;200
Torturas e integridad moral;Balears, Illes;2015;166
Torturas e integridad moral;Balears, Illes;2014;110
Torturas e integridad moral;Balears, Illes;2013;125
Torturas e integridad moral;Balears, Illes;2012;131
Torturas e integridad moral;Balears, Illes;2011;158
Torturas e integridad moral;Canarias;2023;600
Torturas e integridad moral;Canarias;2022;516
Torturas e integridad moral;Canarias;2021;672
Torturas e integridad moral;Canarias;2020;473
Torturas e integridad moral;Canarias;2019;424
Torturas e integridad moral;Canarias;2018;490
Torturas e integridad moral;Canarias;2017;425
Torturas e integridad moral;Canarias;2016;394
Torturas e integridad moral;Canarias;2015;301
Torturas e integridad moral;Canarias;2014;155
Torturas e integridad moral;Canarias;2013;187
Torturas e integridad moral;Canarias;2012;212
Torturas e integridad moral;Canarias;2011;219
Torturas e integridad moral;Cantabria;2023;268
Torturas e integridad moral;Cantabria;2022;201
Torturas e integridad moral;Cantabria;2021;155
Torturas e integridad moral;Cantabria;2020;115
Torturas e integridad moral;Cantabria;2019;124
Torturas e integridad moral;Cantabria;2018;143
Torturas e integridad moral;Cantabria;2017;130
Torturas e integridad moral;Cantabria;2016;144
Torturas e integridad moral;Cantabria;2015;83
Torturas e integridad moral;Cantabria;2014;104
Torturas e integridad moral;Cantabria;2013;91
Torturas e integridad moral;Cantabria;2012;71
Torturas e integridad moral;Cantabria;2011;61
Torturas e integridad moral;Castilla y León;2023;542
Torturas e integridad moral;Castilla y León;2022;468
Torturas e integridad moral;Castilla y León;2021;375
Torturas e integridad moral;Castilla y León;2020;354
Torturas e integridad moral;Castilla y León;2019;394
Torturas e integridad moral;Castilla y León;2018;313
Torturas e integridad moral;Castilla y León;2017;312
Torturas e integridad moral;Castilla y León;2016;304
Torturas e integridad moral;Castilla y León;2015;292
Torturas e integridad moral;Castilla y León;2014;224
Torturas e integridad moral;Castilla y León;2013;203
Torturas e integridad moral;Castilla y León;2012;230
Torturas e integridad moral;Castilla y León;2011;282
Torturas e integridad moral;Castilla - La Mancha;2023;554
Torturas e integridad moral;Castilla - La Mancha;2022;552
Torturas e integridad moral;Castilla - La Mancha;2021;577
Torturas e integridad moral;Castilla - La Mancha;2020;417
Torturas e integridad moral;Castilla - La Mancha;2019;447
Torturas e integridad moral;Castilla - La Mancha;2018;420
Torturas e integridad moral;Castilla - La Mancha;2017;401
Torturas e integridad moral;Castilla - La Mancha;2016;369
Torturas e integridad moral;Castilla - La Mancha;2015;289
Torturas e integridad moral;Castilla - La Mancha;2014;251
Torturas e integridad moral;Castilla - La Mancha;2013;191
Torturas e integridad moral;Castilla - La Mancha;2012;244
Torturas e integridad moral;Castilla - La Mancha;2011;262
Torturas e integridad moral;Cataluña;2023;726
Torturas e integridad moral;Cataluña;2022;739
Torturas e integridad moral;Cataluña;2021;731
Torturas e integridad moral;Cataluña;2020;712
Torturas e integridad moral;Cataluña;2019;780
Torturas e integridad moral;Cataluña;2018;783
Torturas e integridad moral;Cataluña;2017;685
Torturas e integridad moral;Cataluña;2016;662
Torturas e integridad moral;Cataluña;2015;681
Torturas e integridad moral;Cataluña;2014;527
Torturas e integridad moral;Cataluña;2013;517
Torturas e integridad moral;Cataluña;2012;690
Torturas e integridad moral;Cataluña;2011;990
Torturas e integridad moral;Comunitat Valenciana;2023;1.155
Torturas e integridad moral;Comunitat Valenciana;2022;1.112
Torturas e integridad moral;Comunitat Valenciana;2021;1.084
Torturas e integridad moral;Comunitat Valenciana;2020;1.051
Torturas e integridad moral;Comunitat Valenciana;2019;1.128
Torturas e integridad moral;Comunitat Valenciana;2018;1.072
Torturas e integridad moral;Comunitat Valenciana;2017;1.071
Torturas e integridad moral;Comunitat Valenciana;2016;976
Torturas e integridad moral;Comunitat Valenciana;2015;860
Torturas e integridad moral;Comunitat Valenciana;2014;671
Torturas e integridad moral;Comunitat Valenciana;2013;615
Torturas e integridad moral;Comunitat Valenciana;2012;709
Torturas e integridad moral;Comunitat Valenciana;2011;825
Torturas e integridad moral;Extremadura;2023;421
Torturas e integridad moral;Extremadura;2022;323
Torturas e integridad moral;Extremadura;2021;257
Torturas e integridad moral;Extremadura;2020;223
Torturas e integridad moral;Extremadura;2019;239
Torturas e integridad moral;Extremadura;2018;225
Torturas e integridad moral;Extremadura;2017;208
Torturas e integridad moral;Extremadura;2016;201
Torturas e integridad moral;Extremadura;2015;156
Torturas e integridad moral;Extremadura;2014;124
Torturas e integridad moral;Extremadura;2013;124
Torturas e integridad moral;Extremadura;2012;141
Torturas e integridad moral;Extremadura;2011;133
Torturas e integridad moral;Galicia;2023;477
Torturas e integridad moral;Galicia;2022;394
Torturas e integridad moral;Galicia;2021;329
Torturas e integridad moral;Galicia;2020;329
Torturas e integridad moral;Galicia;2019;357
Torturas e integridad moral;Galicia;2018;366
Torturas e integridad moral;Galicia;2017;308
Torturas e integridad moral;Galicia;2016;271
Torturas e integridad moral;Galicia;2015;248
Torturas e integridad moral;Galicia;2014;205
Torturas e integridad moral;Galicia;2013;198
Torturas e integridad moral;Galicia;2012;286
Torturas e integridad moral;Galicia;2011;267
Torturas e integridad moral;Madrid, Comunidad de;2023;697
Torturas e integridad moral;Madrid, Comunidad de;2022;681
Torturas e integridad moral;Madrid, Comunidad de;2021;846
Torturas e integridad moral;Madrid, Comunidad de;2020;668
Torturas e integridad moral;Madrid, Comunidad de;2019;737
Torturas e integridad moral;Madrid, Comunidad de;2018;761
Torturas e integridad moral;Madrid, Comunidad de;2017;762
Torturas e integridad moral;Madrid, Comunidad de;2016;725
Torturas e integridad moral;Madrid, Comunidad de;2015;553
Torturas e integridad moral;Madrid, Comunidad de;2014;439
Torturas e integridad moral;Madrid, Comunidad de;2013;375
Torturas e integridad moral;Madrid, Comunidad de;2012;407
Torturas e integridad moral;Madrid, Comunidad de;2011;614
Torturas e integridad moral;Murcia, Región de;2023;290
Torturas e integridad moral;Murcia, Región de;2022;231
Torturas e integridad moral;Murcia, Región de;2021;289
Torturas e integridad moral;Murcia, Región de;2020;234
Torturas e integridad moral;Murcia, Región de;2019;234
Torturas e integridad moral;Murcia, Región de;2018;215
Torturas e integridad moral;Murcia, Región de;2017;200
Torturas e integridad moral;Murcia, Región de;2016;165
Torturas e integridad moral;Murcia, Región de;2015;191
Torturas e integridad moral;Murcia, Región de;2014;125
Torturas e integridad moral;Murcia, Región de;2013;82
Torturas e integridad moral;Murcia, Región de;2012;117
Torturas e integridad moral;Murcia, Región de;2011;136
Torturas e integridad moral;Navarra, Comunidad Foral de;2023;117
Torturas e integridad moral;Navarra, Comunidad Foral de;2022;102
Torturas e integridad moral;Navarra, Comunidad Foral de;2021;88
Torturas e integridad moral;Navarra, Comunidad Foral de;2020;95
Torturas e integridad moral;Navarra, Comunidad Foral de;2019;93
Torturas e integridad moral;Navarra, Comunidad Foral de;2018;59
Torturas e integridad moral;Navarra, Comunidad Foral de;2017;51
Torturas e integridad moral;Navarra, Comunidad Foral de;2016;54
Torturas e integridad moral;Navarra, Comunidad Foral de;2015;47
Torturas e integridad moral;Navarra, Comunidad Foral de;2014;56
Torturas e integridad moral;Navarra, Comunidad Foral de;2013;71
Torturas e integridad moral;Navarra, Comunidad Foral de;2012;54
Torturas e integridad moral;Navarra, Comunidad Foral de;2011;73
Torturas e integridad moral;País Vasco;2023;269
Torturas e integridad moral;País Vasco;2022;189
Torturas e integridad moral;País Vasco;2021;101
Torturas e integridad moral;País Vasco;2020;51
Torturas e integridad moral;País Vasco;2019;69
Torturas e integridad moral;País Vasco;2018;74
Torturas e integridad moral;País Vasco;2017;85
Torturas e integridad moral;País Vasco;2016;43
Torturas e integridad moral;País Vasco;2015;16
Torturas e integridad moral;País Vasco;2014;35
Torturas e integridad moral;País Vasco;2013;41
Torturas e integridad moral;País Vasco;2012;15
Torturas e integridad moral;País Vasco;2011;12
Torturas e integridad moral;Rioja, La;2023;59
Torturas e integridad moral;Rioja, La;2022;52
Torturas e integridad moral;Rioja, La;2021;62
Torturas e integridad moral;Rioja, La;2020;46
Torturas e integridad moral;Rioja, La;2019;36
Torturas e integridad moral;Rioja, La;2018;25
Torturas e integridad moral;Rioja, La;2017;42
Torturas e integridad moral;Rioja, La;2016;37
Torturas e integridad moral;Rioja, La;2015;29
Torturas e integridad moral;Rioja, La;2014;14
Torturas e integridad moral;Rioja, La;2013;24
Torturas e integridad moral;Rioja, La;2012;24
Torturas e integridad moral;Rioja, La;2011;19
Torturas e integridad moral;Ceuta;2023;20
Torturas e integridad moral;Ceuta;2022;12
Torturas e integridad moral;Ceuta;2021;18
Torturas e integridad moral;Ceuta;2020;10
Torturas e integridad moral;Ceuta;2019;12
Torturas e integridad moral;Ceuta;2018;12
Torturas e integridad moral;Ceuta;2017;12
Torturas e integridad moral;Ceuta;2016;7
Torturas e integridad moral;Ceuta;2015;8
Torturas e integridad moral;Ceuta;2014;5
Torturas e integridad moral;Ceuta;2013;8
Torturas e integridad moral;Ceuta;2012;11
Torturas e integridad moral;Ceuta;2011;7
Torturas e integridad moral;Melilla;2023;102
Torturas e integridad moral;Melilla;2022;43
Torturas e integridad moral;Melilla;2021;20
Torturas e integridad moral;Melilla;2020;22
Torturas e integridad moral;Melilla;2019;13
Torturas e integridad moral;Melilla;2018;12
Torturas e integridad moral;Melilla;2017;18
Torturas e integridad moral;Melilla;2016;22
Torturas e integridad moral;Melilla;2015;11
Torturas e integridad moral;Melilla;2014;10
Torturas e integridad moral;Melilla;2013;7
Torturas e integridad moral;Melilla;2012;12
Torturas e integridad moral;Melilla;2011;5
Agresiones sexuales;Total Nacional;2023;526
Agresiones sexuales;Total Nacional;2022;275
Agresiones sexuales;Total Nacional;2021;257
Agresiones sexuales;Total Nacional;2020;237
Agresiones sexuales;Total Nacional;2019;263
Agresiones sexuales;Total Nacional;2018;204
Agresiones sexuales;Total Nacional;2017;218
Agresiones sexuales;Total Nacional;2016;156
Agresiones sexuales;Total Nacional;2015;139
Agresiones sexuales;Total Nacional;2014;159
Agresiones sexuales;Total Nacional;2013;161
Agresiones sexuales;Total Nacional;2012;179
Agresiones sexuales;Total Nacional;2011;191
Agresiones sexuales;Andalucía;2023;92
Agresiones sexuales;Andalucía;2022;40
Agresiones sexuales;Andalucía;2021;41
Agresiones sexuales;Andalucía;2020;52
Agresiones sexuales;Andalucía;2019;58
Agresiones sexuales;Andalucía;2018;38
Agresiones sexuales;Andalucía;2017;38
Agresiones sexuales;Andalucía;2016;30
Agresiones sexuales;Andalucía;2015;25
Agresiones sexuales;Andalucía;2014;33
Agresiones sexuales;Andalucía;2013;34
Agresiones sexuales;Andalucía;2012;30
Agresiones sexuales;Andalucía;2011;30
Agresiones sexuales;Aragón;2023;9
Agresiones sexuales;Aragón;2022;9
Agresiones sexuales;Aragón;2021;12
Agresiones sexuales;Aragón;2020;5
Agresiones sexuales;Aragón;2019;10
Agresiones sexuales;Aragón;2018;9
Agresiones sexuales;Aragón;2017;8
Agresiones sexuales;Aragón;2016;2
Agresiones sexuales;Aragón;2015;1
Agresiones sexuales;Aragón;2014;6
Agresiones sexuales;Aragón;2013;5
Agresiones sexuales;Aragón;2012;2
Agresiones sexuales;Aragón;2011;4
Agresiones sexuales;Asturias, Principado de;2023;18
Agresiones sexuales;Asturias, Principado de;2022;6
Agresiones sexuales;Asturias, Principado de;2021;8
Agresiones sexuales;Asturias, Principado de;2020;7
Agresiones sexuales;Asturias, Principado de;2019;8
Agresiones sexuales;Asturias, Principado de;2018;5
Agresiones sexuales;Asturias, Principado de;2017;7
Agresiones sexuales;Asturias, Principado de;2016;2
Agresiones sexuales;Asturias, Principado de;2015;5
Agresiones sexuales;Asturias, Principado de;2014;3
Agresiones sexuales;Asturias, Principado de;2013;5
Agresiones sexuales;Asturias, Principado de;2012;3
Agresiones sexuales;Asturias, Principado de;2011;4
Agresiones sexuales;Balears, Illes;2023;15
Agresiones sexuales;Balears, Illes;2022;4
Agresiones sexuales;Balears, Illes;2021;8
Agresiones sexuales;Balears, Illes;2020;5
Agresiones sexuales;Balears, Illes;2019;11
Agresiones sexuales;Balears, Illes;2018;3
Agresiones sexuales;Balears, Illes;2017;3
Agresiones sexuales;Balears, Illes;2016;5
Agresiones sexuales;Balears, Illes;2015;6
Agresiones sexuales;Balears, Illes;2014;3
Agresiones sexuales;Balears, Illes;2013;4
Agresiones sexuales;Balears, Illes;2012;5
Agresiones sexuales;Balears, Illes;2011;3
Agresiones sexuales;Canarias;2023;16
Agresiones sexuales;Canarias;2022;13
Agresiones sexuales;Canarias;2021;14
Agresiones sexuales;Canarias;2020;11
Agresiones sexuales;Canarias;2019;9
Agresiones sexuales;Canarias;2018;8
Agresiones sexuales;Canarias;2017;4
Agresiones sexuales;Canarias;2016;7
Agresiones sexuales;Canarias;2015;10
Agresiones sexuales;Canarias;2014;7
Agresiones sexuales;Canarias;2013;5
Agresiones sexuales;Canarias;2012;6
Agresiones sexuales;Canarias;2011;9
Agresiones sexuales;Cantabria;2023;5
Agresiones sexuales;Cantabria;2022;4
Agresiones sexuales;Cantabria;2021;2
Agresiones sexuales;Cantabria;2020;0
Agresiones sexuales;Cantabria;2019;1
Agresiones sexuales;Cantabria;2018;1
Agresiones sexuales;Cantabria;2017;2
Agresiones sexuales;Cantabria;2016;0
Agresiones sexuales;Cantabria;2015;0
Agresiones sexuales;Cantabria;2014;0
Agresiones sexuales;Cantabria;2013;2
Agresiones sexuales;Cantabria;2012;0
Agresiones sexuales;Cantabria;2011;3
Agresiones sexuales;Castilla y León;2023;12
Agresiones sexuales;Castilla y León;2022;9
Agresiones sexuales;Castilla y León;2021;7
Agresiones sexuales;Castilla y León;2020;12
Agresiones sexuales;Castilla y León;2019;7
Agresiones sexuales;Castilla y León;2018;5
Agresiones sexuales;Castilla y León;2017;8
Agresiones sexuales;Castilla y León;2016;4
Agresiones sexuales;Castilla y León;2015;4
Agresiones sexuales;Castilla y León;2014;4
Agresiones sexuales;Castilla y León;2013;4
Agresiones sexuales;Castilla y León;2012;3
Agresiones sexuales;Castilla y León;2011;6
Agresiones sexuales;Castilla - La Mancha;2023;12
Agresiones sexuales;Castilla - La Mancha;2022;6
Agresiones sexuales;Castilla - La Mancha;2021;8
Agresiones sexuales;Castilla - La Mancha;2020;12
Agresiones sexuales;Castilla - La Mancha;2019;7
Agresiones sexuales;Castilla - La Mancha;2018;6
Agresiones sexuales;Castilla - La Mancha;2017;7
Agresiones sexuales;Castilla - La Mancha;2016;4
Agresiones sexuales;Castilla - La Mancha;2015;5
Agresiones sexuales;Castilla - La Mancha;2014;7
Agresiones sexuales;Castilla - La Mancha;2013;10
Agresiones sexuales;Castilla - La Mancha;2012;4
Agresiones sexuales;Castilla - La Mancha;2011;4
Agresiones sexuales;Cataluña;2023;105
Agresiones sexuales;Cataluña;2022;53
